instance,set,n_customers,seed,cost,optimal,gap,n_routes,k_reference,init_cost,init_gap,iterations,runtime,time_to_best,iter_to_best,time_limit,stop_reason,param,value
P-n101-k4,P,100,1,681,681.0,0.0,4,4,736,8.076358296622614,8998,10.001908583042677,4.908079292043112,4339,10.0,time_limit,n_neighbors,8
P-n101-k4,P,100,2,681,681.0,0.0,4,4,706,3.671071953010279,8877,10.000213749997783,2.579299875011202,2326,10.0,time_limit,n_neighbors,8
P-n101-k4,P,100,3,681,681.0,0.0,4,4,701,2.9368575624082234,8928,10.006208166945726,1.4471471669967286,1411,10.0,time_limit,n_neighbors,8
P-n101-k4,P,100,4,681,681.0,0.0,4,4,732,7.488986784140969,8994,10.000258957967162,2.8651112079969607,2511,10.0,time_limit,n_neighbors,8
P-n101-k4,P,100,5,681,681.0,0.0,4,4,723,6.167400881057269,9123,10.003743709006812,3.3737565000192262,3131,10.0,time_limit,n_neighbors,8
E-n33-k4,E,32,1,835,835.0,0.0,4,4,868,3.9520958083832336,32817,10.000526790972799,0.004489832965191454,19,10.0,time_limit,n_neighbors,12
E-n33-k4,E,32,2,835,835.0,0.0,4,4,895,7.18562874251497,33343,10.000126875005662,0.00676033302443102,13,10.0,time_limit,n_neighbors,12
E-n33-k4,E,32,3,835,835.0,0.0,4,4,866,3.712574850299401,33106,10.000229040975682,0.07353316596709192,226,10.0,time_limit,n_neighbors,12
E-n33-k4,E,32,4,835,835.0,0.0,4,4,858,2.754491017964072,33581,10.000044082989916,0.052592916996218264,198,10.0,time_limit,n_neighbors,12
E-n33-k4,E,32,5,835,835.0,0.0,4,4,867,3.8323353293413174,33668,10.000800042005721,0.04163220804184675,162,10.0,time_limit,n_neighbors,12
E-n76-k8,E,75,1,736,735.0,0.1360544217687075,8,8,766,4.217687074829932,11580,10.000554500031285,8.001051041996107,9305,10.0,time_limit,n_neighbors,12
E-n76-k8,E,75,2,735,735.0,0.0,8,8,805,9.523809523809524,11241,10.00062720803544,5.016606707999017,5715,10.0,time_limit,n_neighbors,12
E-n76-k8,E,75,3,735,735.0,0.0,8,8,790,7.482993197278912,11295,10.001829624990933,4.525401458027773,5318,10.0,time_limit,n_neighbors,12
E-n76-k8,E,75,4,735,735.0,0.0,8,8,778,5.850340136054422,11481,10.000590957992245,7.309417417040095,8601,10.0,time_limit,n_neighbors,12
E-n76-k8,E,75,5,736,735.0,0.1360544217687075,8,8,789,7.346938775510204,11678,10.000334792013746,3.387098082981538,3795,10.0,time_limit,n_neighbors,12
E-n101-k14,E,100,1,1082,1067.0,1.4058106841611997,14,14,1130,5.904404873477039,7181,10.002130166976713,6.33622691698838,4570,10.0,time_limit,n_neighbors,12
E-n101-k14,E,100,2,1078,1067.0,1.0309278350515463,14,14,1128,5.716963448922212,7385,10.000845333037432,5.9662685000221245,4411,10.0,time_limit,n_neighbors,12
E-n101-k14,E,100,3,1080,1067.0,1.218369259606373,14,14,1132,6.091846298031865,7177,10.002289166965056,9.331001207989175,6774,10.0,time_limit,n_neighbors,12
E-n101-k14,E,100,4,1079,1067.0,1.1246485473289598,14,14,1164,9.090909090909092,7446,10.000904499960598,6.58860304200789,4869,10.0,time_limit,n_neighbors,12
E-n101-k14,E,100,5,1078,1067.0,1.0309278350515463,14,14,1127,5.623242736644799,7181,10.000133791996632,9.510601625021081,6829,10.0,time_limit,n_neighbors,12
F-n72-k4,F,71,1,237,237.0,0.0,4,4,250,5.485232067510548,12474,10.000048417015933,0.00707308400887996,9,10.0,time_limit,n_neighbors,12
F-n72-k4,F,71,2,237,237.0,0.0,4,4,264,11.39240506329114,12699,10.000926874985453,1.7278673329856247,2367,10.0,time_limit,n_neighbors,12
F-n72-k4,F,71,3,237,237.0,0.0,4,4,264,11.39240506329114,12725,10.000097124953754,0.18298508395673707,214,10.0,time_limit,n_neighbors,12
F-n72-k4,F,71,4,237,237.0,0.0,4,4,250,5.485232067510548,12673,10.000153750006575,0.12397058302303776,128,10.0,time_limit,n_neighbors,12
F-n72-k4,F,71,5,237,237.0,0.0,4,4,253,6.751054852320675,12542,10.000154500012286,0.3214079170138575,442,10.0,time_limit,n_neighbors,12
M-n121-k7,M,120,1,1036,1034.0,0.19342359767891681,7,7,1039,0.4835589941972921,4409,10.000840291031636,5.887624041002709,2700,10.0,time_limit,n_neighbors,12
M-n121-k7,M,120,2,1036,1034.0,0.19342359767891681,7,7,1051,1.644100580270793,4121,10.006645250017755,0.8906051249941811,473,10.0,time_limit,n_neighbors,12
M-n121-k7,M,120,3,1037,1034.0,0.2901353965183752,7,7,1048,1.3539651837524178,4524,10.001919833011925,1.9308992910082452,993,10.0,time_limit,n_neighbors,12
M-n121-k7,M,120,4,1035,1034.0,0.09671179883945841,7,7,1048,1.3539651837524178,4244,10.001885875011794,3.94429349998245,1818,10.0,time_limit,n_neighbors,12
M-n121-k7,M,120,5,1035,1034.0,0.09671179883945841,7,7,1041,0.6769825918762089,4284,10.005705458985176,6.917274500010535,2952,10.0,time_limit,n_neighbors,12
M-n200-k17,M,199,1,1299,1275.0,1.8823529411764706,17,17,1404,10.117647058823529,3970,10.005927207996137,7.283795542025473,2981,10.0,time_limit,n_neighbors,12
M-n200-k17,M,199,2,1303,1275.0,2.196078431372549,17,17,1437,12.705882352941176,3935,10.001453333999962,8.059187125007156,3194,10.0,time_limit,n_neighbors,12
M-n200-k17,M,199,3,1292,1275.0,1.3333333333333333,17,17,1370,7.450980392156863,3790,10.002769624989014,7.259239042003173,2760,10.0,time_limit,n_neighbors,12
M-n200-k17,M,199,4,1306,1275.0,2.4313725490196076,17,17,1397,9.568627450980392,3864,10.001423667010386,5.511270834016614,2259,10.0,time_limit,n_neighbors,12
M-n200-k17,M,199,5,1305,1275.0,2.3529411764705883,17,17,1404,10.117647058823529,3757,10.000399499956984,7.2796732079586945,2909,10.0,time_limit,n_neighbors,12
P-n45-k5,P,44,1,510,510.0,0.0,5,5,556,9.019607843137255,26098,10.000013042008504,0.08741641702363268,227,10.0,time_limit,n_neighbors,12
P-n45-k5,P,44,2,510,510.0,0.0,5,5,560,9.803921568627452,25772,10.000882666965481,0.034959583019372076,80,10.0,time_limit,n_neighbors,12
P-n45-k5,P,44,3,510,510.0,0.0,5,5,561,10.0,25663,10.000391917012166,0.1629355000331998,458,10.0,time_limit,n_neighbors,12
P-n45-k5,P,44,4,510,510.0,0.0,5,5,525,2.9411764705882355,26495,10.000518499989994,0.008978582976851612,17,10.0,time_limit,n_neighbors,12
P-n45-k5,P,44,5,510,510.0,0.0,5,5,526,3.1372549019607843,25602,10.000428166997153,0.21963516698451713,560,10.0,time_limit,n_neighbors,12
P-n65-k10,P,64,1,792,792.0,0.0,10,10,840,6.0606060606060606,15098,10.00018125004135,3.0255176670034416,4650,10.0,time_limit,n_neighbors,12
P-n65-k10,P,64,2,792,792.0,0.0,10,10,843,6.4393939393939394,15220,10.000729040999431,0.9083286250242963,1306,10.0,time_limit,n_neighbors,12
P-n65-k10,P,64,3,792,792.0,0.0,10,10,833,5.1767676767676765,15099,10.000301041989587,1.3461852089967579,1936,10.0,time_limit,n_neighbors,12
P-n65-k10,P,64,4,792,792.0,0.0,10,10,854,7.828282828282828,15303,10.000438750023022,0.9201225410215557,1360,10.0,time_limit,n_neighbors,12
P-n65-k10,P,64,5,792,792.0,0.0,10,10,852,7.575757575757576,15400,10.000132833025418,2.670397999987472,4083,10.0,time_limit,n_neighbors,12
P-n101-k4,P,100,1,681,681.0,0.0,4,4,736,8.076358296622614,7472,10.000866249960382,4.577587666979525,3468,10.0,time_limit,n_neighbors,12
P-n101-k4,P,100,2,681,681.0,0.0,4,4,706,3.671071953010279,7636,10.000104334030766,1.9934077090001665,1501,10.0,time_limit,n_neighbors,12
P-n101-k4,P,100,3,681,681.0,0.0,4,4,701,2.9368575624082234,7541,10.001547624997329,3.5002407919964753,2629,10.0,time_limit,n_neighbors,12
P-n101-k4,P,100,4,681,681.0,0.0,4,4,717,5.286343612334802,7723,10.00071570801083,2.703540457994677,2054,10.0,time_limit,n_neighbors,12
P-n101-k4,P,100,5,681,681.0,0.0,4,4,720,5.726872246696035,7626,10.000372708018404,3.176464541000314,2357,10.0,time_limit,n_neighbors,12
E-n33-k4,E,32,1,835,835.0,0.0,4,4,868,3.9520958083832336,18253,10.00037683401024,0.03064612502930686,50,10.0,time_limit,n_neighbors,30
E-n33-k4,E,32,2,835,835.0,0.0,4,4,893,6.946107784431137,18624,10.00045712501742,0.01118287502322346,24,10.0,time_limit,n_neighbors,30
